time,wx,wy,wz
3.455,-0.13,-0.84,0.39
3.459,-0.12,-0.76,0.43
3.465,-0.10,-0.62,0.46
3.470,-0.06,-0.47,0.48
3.474,-0.01,-0.33,0.47
3.480,0.05,-0.21,0.46
3.485,0.14,-0.11,0.47
3.490,0.23,-0.02,0.52
3.495,0.31,0.06,0.57
3.506,0.38,0.10,0.60
3.507,0.45,0.09,0.60
3.511,0.52,0.07,0.58
3.525,0.59,0.07,0.56
3.526,0.68,0.09,0.53
3.526,0.80,0.12,0.50
3.530,0.93,0.15,0.47
3.537,1.08,0.17,0.43
3.540,1.24,0.17,0.38
3.545,1.40,0.17,0.32
3.550,1.55,0.17,0.26
3.555,1.71,0.18,0.21
3.560,1.87,0.21,0.16
3.564,2.03,0.27,0.12
3.570,2.20,0.37,0.08
3.574,2.37,0.52,0.04
3.579,2.53,0.70,-0.01
3.585,2.68,0.93,-0.05
3.590,2.83,1.17,-0.08
3.594,2.96,1.36,-0.10
3.604,3.08,1.46,-0.11
3.604,3.17,1.44,-0.13
3.610,3.23,1.29,-0.16
3.618,3.26,0.97,-0.19
3.620,3.29,0.50,-0.23
3.625,3.33,-0.16,-0.27
3.631,3.36,-0.96,-0.30
3.636,3.39,-1.81,-0.35
3.640,3.38,-2.52,-0.41
3.645,3.31,-2.80,-0.43
3.650,3.24,-2.67,-0.42
3.655,3.13,-2.25,-0.40
3.660,2.96,-1.69,-0.39
3.666,2.79,-1.10,-0.44
3.670,2.65,-0.53,-0.61
3.675,2.54,-0.03,-0.78
3.680,2.42,0.41,-0.87
3.685,2.30,0.73,-0.90
3.690,2.22,0.84,-0.91
3.695,2.19,0.83,-0.88
3.706,2.17,0.84,-0.83
3.707,2.19,0.97,-0.78
3.710,2.27,1.24,-0.74
3.715,2.37,1.59,-0.71
3.727,2.45,1.95,-0.70
3.727,2.53,2.29,-0.69
3.730,2.58,2.61,-0.68
3.743,2.59,2.84,-0.65
3.744,2.61,3.00,-0.63
3.745,2.68,3.10,-0.59
3.759,2.79,3.08,-0.55
3.760,2.93,2.93,-0.51
3.761,3.09,2.69,-0.47
3.771,3.21,2.41,-0.46
3.772,3.28,2.12,-0.47
3.775,3.27,1.93,-0.52
3.781,3.23,1.84,-0.58
3.786,3.16,1.88,-0.61
3.790,3.09,2.11,-0.61
3.795,3.06,2.37,-0.58
3.808,3.06,2.53,-0.55
3.808,3.06,2.53,-0.52
3.810,3.01,2.45,-0.51
3.815,2.91,2.30,-0.48
3.827,2.81,2.14,-0.44
3.827,2.71,2.05,-0.41
3.830,2.65,1.98,-0.38
3.835,2.60,1.94,-0.36
3.840,2.54,1.95,-0.34
3.845,2.48,1.99,-0.32
3.850,2.40,2.03,-0.32
3.855,2.34,2.10,-0.32
3.860,2.28,2.18,-0.32
3.867,2.21,2.22,-0.33
3.870,2.14,2.19,-0.35
3.875,2.05,2.10,-0.37
3.880,1.95,1.97,-0.39
3.885,1.85,1.82,-0.39
3.891,1.74,1.67,-0.39
3.895,1.63,1.56,-0.39
3.907,1.52,1.47,-0.40
3.908,1.40,1.37,-0.40
3.910,1.28,1.25,-0.42
