time,wx,wy,wz
3.042,1.28,-0.06,-1.15
3.047,1.36,-0.20,-1.36
3.052,1.34,0.30,-1.46
3.057,1.30,1.29,-1.50
3.062,1.29,2.37,-1.48
3.067,1.31,3.15,-1.42
3.077,1.27,3.33,-1.33
3.077,1.14,3.10,-1.16
3.083,0.89,2.66,-0.94
3.098,0.55,2.23,-0.69
3.099,0.18,2.01,-0.38
3.099,-0.15,1.90,-0.04
3.103,-0.39,1.75,0.31
3.119,-0.52,1.51,0.61
3.120,-0.59,1.18,0.83
3.120,-0.68,0.77,0.95
3.122,-0.79,0.37,0.99
3.128,-0.91,-0.00,0.97
3.133,-0.99,-0.35,0.94
3.147,-1.05,-0.66,0.90
3.147,-1.09,-0.92,0.86
3.148,-1.11,-1.09,0.83
3.152,-1.13,-1.19,0.79
3.176,-1.15,-1.19,0.75
3.177,-1.16,-1.07,0.71
3.177,-1.17,-0.87,0.66
3.178,-1.16,-0.63,0.60
3.178,-1.13,-0.37,0.54
3.182,-1.07,-0.16,0.47
3.188,-1.00,0.00,0.39
3.192,-0.95,0.12,0.29
3.197,-0.93,0.19,0.15
3.202,-0.93,0.26,-0.00
3.207,-0.91,0.31,-0.13
3.212,-0.85,0.33,-0.22
3.217,-0.76,0.33,-0.26
3.223,-0.67,0.33,-0.26
3.228,-0.59,0.33,-0.25
3.233,-0.51,0.30,-0.22
3.237,-0.44,0.24,-0.16
3.243,-0.37,0.14,-0.08
3.248,-0.30,0.03,0.02
3.253,-0.20,-0.07,0.12
3.264,-0.09,-0.13,0.24
3.265,0.01,-0.18,0.35
3.269,0.09,-0.16,0.43
3.294,0.16,-0.12,0.50
3.294,0.21,-0.08,0.53
3.295,0.27,-0.04,0.55
3.295,0.32,-0.03,0.51
3.295,0.34,-0.05,0.45
3.298,0.34,-0.13,0.38
3.302,0.31,-0.27,0.31
3.307,0.26,-0.45,0.25
3.312,0.21,-0.65,0.19
3.317,0.18,-0.84,0.15
3.322,0.17,-1.06,0.13
3.327,0.17,-1.28,0.09
3.333,0.19,-1.44,0.06
3.339,0.22,-1.54,0.02
3.343,0.27,-1.60,0.00
3.348,0.33,-1.61,0.02
3.353,0.41,-1.58,0.04
3.365,0.52,-1.48,0.07
3.366,0.64,-1.37,0.10
3.369,0.77,-1.24,0.11
3.389,0.90,-1.11,0.09
3.389,1.01,-0.99,0.04
3.390,1.14,-0.93,-0.04
3.390,1.28,-0.94,-0.14
3.393,1.43,-1.04,-0.28
3.398,1.58,-1.16,-0.42
3.403,1.71,-1.26,-0.56
3.409,1.86,-1.32,-0.68
3.413,2.03,-1.33,-0.78
3.418,2.21,-1.36,-0.88
3.423,2.37,-1.38,-0.97
3.428,2.50,-1.37,-1.05
3.433,2.61,-1.31,-1.11
3.438,2.65,-1.22,-1.16
3.443,2.65,-1.08,-1.18
3.448,2.63,-0.87,-1.20
3.453,2.58,-0.66,-1.20
3.463,2.45,-0.59,-1.23
3.463,2.24,-0.73,-1.29
3.468,1.98,-1.08,-1.38
3.492,1.71,-1.47,-1.49
3.493,1.48,-1.73,-1.56
3.494,1.30,-1.83,-1.56
3.494,1.14,-1.71,-1.49
3.494,0.97,-1.38,-1.41
3.498,0.81,-0.94,-1.34
3.502,0.66,-0.50,-1.27
3.512,0.55,-0.13,-1.18
3.513,0.45,0.15,-1.09
3.517,0.37,0.38,-1.01
3.533,0.30,0.50,-0.92
3.533,0.22,0.49,-0.85
3.533,0.11,0.37,-0.79
3.538,0.02,0.19,-0.73
3.553,-0.06,-0.01,-0.66
3.554,-0.14,-0.17,-0.57
3.554,-0.22,-0.28,-0.48
3.564,-0.31,-0.35,-0.37
3.565,-0.40,-0.40,-0.27
3.568,-0.49,-0.41,-0.18
3.604,-0.58,-0.38,-0.10
3.604,-0.68,-0.34,-0.01
3.604,-0.79,-0.27,0.08
3.604,-0.90,-0.20,0.17
3.605,-1.01,-0.17,0.26
3.605,-1.12,-0.18,0.35
3.605,-1.22,-0.19,0.45
3.608,-1.31,-0.18,0.55
3.613,-1.39,-0.15,0.65
3.617,-1.44,-0.10,0.73
3.623,-1.47,-0.02,0.81
3.628,-1.49,0.09,0.86
3.632,-1.49,0.21,0.90
3.637,-1.49,0.36,0.93
3.645,-1.51,0.53,0.96
3.648,-1.54,0.72,0.98
3.653,-1.58,0.91,1.01
3.664,-1.64,1.08,1.07
3.664,-1.72,1.22,1.14
3.668,-1.80,1.35,1.20
