time,wx,wy,wz
2.865,-0.82,-0.45,0.32
2.870,-0.88,-0.52,0.35
2.875,-0.95,-0.65,0.39
2.880,-1.02,-0.77,0.48
2.886,-1.09,-0.83,0.56
2.891,-1.14,-0.86,0.63
2.895,-1.19,-0.87,0.69
2.901,-1.21,-0.83,0.71
2.905,-1.22,-0.79,0.70
2.911,-1.23,-0.81,0.71
2.916,-1.24,-0.84,0.75
2.921,-1.24,-0.83,0.80
2.925,-1.24,-0.81,0.86
2.931,-1.26,-0.70,0.90
2.935,-1.28,-0.52,0.88
2.941,-1.32,-0.42,0.81
2.945,-1.41,-0.44,0.74
2.951,-1.51,-0.50,0.65
2.956,-1.60,-0.57,0.51
2.960,-1.69,-0.62,0.34
2.966,-1.76,-0.63,0.16
2.971,-1.83,-0.62,-0.01
2.975,-1.89,-0.62,-0.13
2.980,-1.91,-0.68,-0.21
2.986,-1.81,-0.89,-0.27
2.991,-1.61,-1.07,-0.31
2.995,-1.43,-0.97,-0.29
3.000,-1.28,-0.80,-0.22
3.005,-1.08,-0.67,-0.11
3.010,-0.83,-0.51,0.02
3.015,-0.52,-0.29,0.09
3.020,-0.19,-0.04,0.13
3.025,0.15,0.24,0.13
3.031,0.49,0.50,0.12
3.035,0.82,0.70,0.08
3.040,1.12,0.89,0.03
3.045,1.38,1.10,-0.03
3.051,1.58,1.26,-0.07
3.055,1.71,1.32,-0.10
3.060,1.78,1.34,-0.08
3.065,1.78,1.32,-0.03
3.071,1.74,1.29,0.04
3.075,1.66,1.27,0.11
3.080,1.55,1.26,0.16
3.085,1.43,1.24,0.18
3.090,1.28,1.19,0.17
3.095,1.12,1.10,0.15
3.100,0.94,1.00,0.11
3.105,0.76,0.89,0.08
3.110,0.59,0.78,0.05
3.115,0.44,0.69,0.02
3.121,0.31,0.62,0.01
3.125,0.20,0.57,-0.01
3.130,0.11,0.53,-0.04
3.135,0.04,0.51,-0.07
3.140,-0.01,0.52,-0.12
3.145,-0.03,0.55,-0.16
3.150,-0.04,0.56,-0.19
3.155,-0.04,0.57,-0.21
3.160,-0.04,0.61,-0.20
3.165,-0.04,0.67,-0.17
3.172,-0.04,0.76,-0.13
3.175,-0.03,0.86,-0.07
3.180,-0.02,0.95,-0.01
3.185,-0.00,1.03,0.05
3.191,0.02,1.08,0.11
3.195,0.04,1.12,0.15
3.201,0.07,1.15,0.18
3.205,0.08,1.16,0.21
3.210,0.10,1.13,0.23
3.215,0.10,1.07,0.26
3.220,0.08,0.97,0.28
3.225,0.05,0.86,0.29
3.230,0.00,0.74,0.29
3.235,-0.06,0.64,0.28
3.243,-0.14,0.57,0.27
3.245,-0.23,0.51,0.25
3.250,-0.33,0.46,0.23
3.255,-0.42,0.45,0.20
3.260,-0.51,0.47,0.17
3.266,-0.58,0.52,0.16
3.272,-0.62,0.58,0.17
3.276,-0.62,0.64,0.18
3.280,-0.59,0.68,0.20
3.285,-0.53,0.71,0.22
3.290,-0.43,0.75,0.24
3.296,-0.31,0.79,0.25
3.301,-0.19,0.85,0.26
3.306,-0.08,0.91,0.27
3.311,0.03,0.96,0.28
3.316,0.14,1.01,0.30
3.321,0.24,1.10,0.30
3.326,0.34,1.20,0.30
3.331,0.42,1.22,0.30
3.336,0.46,1.21,0.29
3.341,0.48,1.19,0.28
3.346,0.47,1.16,0.26
3.351,0.43,1.13,0.26
3.356,0.37,1.11,0.26
3.361,0.29,1.07,0.27
3.366,0.19,1.00,0.29
3.371,0.08,0.90,0.30
3.376,-0.03,0.81,0.30
3.381,-0.13,0.73,0.29
3.386,-0.22,0.65,0.25
3.391,-0.27,0.58,0.20
3.396,-0.30,0.50,0.13
3.402,-0.33,0.42,0.07
3.406,-0.34,0.34,0.02
3.411,-0.36,0.26,-0.02
3.416,-0.39,0.18,-0.04
3.421,-0.42,0.11,-0.05
3.426,-0.46,0.03,-0.05
3.432,-0.49,-0.04,-0.05
3.436,-0.52,-0.11,-0.05
3.441,-0.54,-0.18,-0.07
3.446,-0.57,-0.24,-0.08
3.451,-0.60,-0.29,-0.08
3.456,-0.62,-0.33,-0.07
3.462,-0.64,-0.35,-0.06
3.466,-0.65,-0.36,-0.04
3.471,-0.65,-0.35,-0.03
3.476,-0.65,-0.34,-0.02
3.481,-0.64,-0.33,-0.03
3.486,-0.63,-0.32,-0.04
3.492,-0.62,-0.30,-0.06
3.496,-0.62,-0.26,-0.09
3.502,-0.62,-0.23,-0.12
3.506,-0.63,-0.18,-0.15
3.511,-0.64,-0.14,-0.18
3.516,-0.64,-0.09,-0.21
3.521,-0.64,-0.04,-0.24
3.526,-0.64,0.02,-0.26
3.531,-0.61,0.09,-0.28
3.536,-0.58,0.16,-0.28
3.541,-0.54,0.23,-0.28
3.546,-0.48,0.32,-0.27
3.551,-0.41,0.41,-0.24
3.556,-0.33,0.51,-0.22
3.561,-0.25,0.58,-0.19
3.567,-0.17,0.63,-0.17
3.572,-0.10,0.65,-0.14
3.576,-0.05,0.65,-0.13
3.581,-0.03,0.62,-0.13
3.586,-0.04,0.59,-0.13
3.591,-0.08,0.55,-0.14
3.596,-0.14,0.49,-0.15
3.601,-0.22,0.43,-0.16
3.606,-0.32,0.37,-0.17
3.612,-0.41,0.30,-0.18
3.615,-0.50,0.24,-0.20
3.620,-0.59,0.18,-0.22
3.625,-0.66,0.13,-0.24
3.631,-0.71,0.09,-0.26
3.636,-0.72,0.07,-0.28
3.641,-0.71,0.07,-0.29
3.645,-0.67,0.07,-0.28
3.652,-0.60,0.08,-0.26
3.656,-0.51,0.11,-0.24
3.661,-0.39,0.16,-0.22
3.666,-0.27,0.19,-0.21
3.672,-0.15,0.22,-0.21
3.675,-0.03,0.24,-0.22
3.680,0.07,0.27,-0.23
3.686,0.15,0.31,-0.23
3.690,0.21,0.34,-0.23
3.696,0.23,0.33,-0.22
3.701,0.23,0.31,-0.21
3.706,0.20,0.25,-0.20
3.711,0.14,0.14,-0.20
3.716,0.05,0.01,-0.21
3.720,-0.07,-0.13,-0.22
3.725,-0.22,-0.27,-0.22
3.730,-0.38,-0.41,-0.21
3.736,-0.56,-0.54,-0.19
3.741,-0.72,-0.64,-0.17
3.746,-0.87,-0.74,-0.15
3.751,-1.00,-0.81,-0.13
3.757,-1.10,-0.85,-0.11
3.761,-1.16,-0.87,-0.08
