time,wx,wy,wz
3.233,-0.01,0.00,-0.00
3.233,-0.01,0.00,0.00
3.233,-0.00,0.00,0.00
3.244,-0.00,0.00,0.00
3.245,-0.00,0.01,0.00
3.247,-0.00,0.01,0.00
3.253,-0.00,0.01,0.00
3.257,-0.00,0.00,0.00
3.262,-0.00,0.00,0.00
3.268,-0.00,0.01,0.00
3.273,-0.00,0.00,0.00
3.277,-0.00,0.00,0.00
3.283,-0.00,0.00,0.00
3.287,-0.00,-0.00,0.00
3.292,-0.00,-0.00,0.00
3.297,-0.00,-0.00,0.00
3.308,0.00,0.00,0.00
3.309,-0.00,-0.00,0.00
3.313,-0.00,-0.00,0.00
3.326,-0.00,-0.00,0.00
3.327,0.00,0.00,0.00
3.327,0.00,0.00,0.00
3.333,0.00,0.00,0.00
3.338,0.01,0.00,0.00
3.342,0.00,0.01,0.00
3.347,0.00,0.01,0.01
3.353,0.01,0.01,0.00
3.357,0.01,0.00,0.00
3.362,0.01,0.01,0.00
3.368,0.01,0.01,0.00
3.372,0.00,0.00,0.00
3.377,0.01,0.00,0.00
3.383,0.01,0.00,0.00
3.388,0.01,0.00,0.00
3.393,0.01,0.00,0.00
3.398,0.01,-0.00,0.00
3.409,0.01,-0.00,0.00
3.409,0.00,-0.00,0.00
3.417,0.00,-0.00,0.00
3.418,0.00,-0.00,0.00
3.432,0.00,-0.00,-0.00
3.433,0.01,-0.00,-0.00
3.433,0.00,-0.00,-0.00
3.443,0.01,-0.00,0.00
3.444,0.00,-0.00,0.00
3.447,0.00,-0.00,-0.00
3.454,0.00,-0.00,0.00
3.457,0.00,0.00,0.00
3.462,0.00,0.00,0.00
3.467,0.00,0.00,0.00
3.473,0.00,0.00,0.00
3.477,-0.00,0.00,-0.00
3.482,0.00,0.00,0.00
3.489,0.00,-0.00,-0.00
3.493,0.00,-0.00,-0.00
3.498,0.00,0.00,0.00
3.503,0.00,-0.00,-0.00
3.507,0.00,-0.00,0.00
3.512,0.00,-0.00,-0.00
3.519,0.00,-0.00,-0.00
3.523,0.00,-0.00,-0.00
3.527,-0.00,-0.00,0.00
3.533,-0.00,0.00,0.00
3.538,-0.00,0.00,0.00
3.542,-0.00,0.00,0.00
3.547,-0.00,0.00,0.00
3.553,-0.00,0.00,0.00
3.557,-0.00,0.00,0.00
3.562,-0.01,-0.00,0.00
3.567,-0.01,0.00,0.00
3.573,-0.01,-0.00,0.00
3.578,-0.01,0.00,-0.00
3.583,-0.01,-0.00,-0.00
3.593,-0.01,-0.00,-0.00
3.594,-0.01,-0.00,-0.00
3.600,-0.01,0.01,-0.00
3.616,-0.01,0.01,0.00
3.617,-0.01,0.00,-0.00
3.617,-0.01,0.00,-0.00
3.618,-0.01,0.00,0.00
3.626,-0.01,-0.00,0.00
3.628,-0.01,0.00,0.00
3.633,-0.01,-0.00,-0.00
3.639,-0.01,-0.00,0.00
3.643,-0.01,-0.00,0.00
3.648,-0.00,-0.00,0.00
3.654,-0.00,-0.00,-0.00
3.658,-0.01,-0.00,-0.00
3.662,-0.01,0.00,-0.00
3.668,-0.01,0.00,0.00
3.673,-0.00,0.00,0.00
3.678,-0.00,-0.00,-0.00
3.683,-0.01,-0.00,-0.00
3.694,-0.00,0.00,-0.00
3.695,-0.00,-0.00,-0.00
3.698,-0.00,-0.00,0.00
3.721,0.00,-0.00,-0.00
3.722,0.00,-0.00,-0.00
3.722,-0.00,-0.00,-0.00
3.723,0.00,-0.00,0.00
3.723,0.00,-0.00,0.00
3.729,0.00,-0.00,0.00
3.733,0.00,0.00,0.00
3.738,0.00,0.00,0.00
3.742,0.01,0.00,0.00
3.748,0.00,0.00,0.00
3.753,0.01,0.01,0.00
3.758,0.01,0.01,0.00
3.762,0.01,0.00,0.00
3.769,0.01,0.00,0.00
3.773,0.00,0.01,0.00
3.778,0.01,0.00,0.00
3.783,0.00,0.00,0.00
3.787,0.00,0.00,0.00
3.793,0.00,0.01,0.00
3.797,0.00,0.00,0.00
3.810,0.00,-0.00,0.00
3.811,0.00,-0.00,-0.00
3.813,0.00,-0.00,0.00
3.827,0.00,-0.00,0.00
3.828,0.00,-0.00,0.00
3.828,0.00,-0.00,0.00
3.833,0.00,-0.00,-0.00
3.847,0.00,0.00,0.00
3.848,0.00,0.00,0.00
3.848,0.00,0.00,0.00
3.867,0.00,0.00,0.00
3.868,0.00,0.01,0.00
3.868,0.00,0.00,0.00
3.868,0.00,0.00,0.00
3.873,0.00,-0.00,0.00
3.877,0.00,-0.00,0.00
3.883,0.00,-0.00,0.00
3.888,0.00,-0.00,0.00
3.893,0.00,-0.00,0.00
3.898,0.00,0.00,0.00
3.912,-0.00,0.00,-0.00
3.913,-0.00,0.00,0.00
3.913,-0.00,0.00,0.00
3.918,-0.00,0.00,-0.00
3.924,0.00,0.01,0.00
3.930,-0.00,0.00,-0.00
3.933,-0.00,0.00,0.00
3.943,-0.00,0.00,-0.00
3.944,-0.00,-0.00,-0.00
3.948,-0.00,0.00,0.00
3.955,-0.00,-0.00,-0.00
3.959,-0.00,-0.00,-0.00
3.963,-0.00,-0.00,-0.00
3.971,-0.00,-0.00,-0.00
3.974,-0.01,-0.00,-0.00
